1,102.220001
2,102.730003
3,102.970001
4,97.919998
5,97.330002
6,97.510002
7,99.370003
8,95.440002
9,98.370003
10,94.970001
11,95.260002
12,94.349998
13,94.160004
14,97.940002
15,97.010002
16,97.339996
17,94.449997
18,109.110001
19,112.209999
20,115.089996
21,114.610001
22,112.690002
23,110.489998
24,104.07
25,99.75
26,99.540001
27,101
28,101.910004
29,102.010002
30,101.610001
31,105.199997
32,103.470001
33,104.57
34,107.160004
35,105.459999
36,106.879997
37,108.07
38,107.919998
39,106.919998
40,109.82
41,109.949997
42,109.580002
43,108.389999
44,105.730003
45,105.93
46,107.510002
47,107.32
48,109.410004
49,109.889999
50,110.669998
51,112.18
52,111.019997
53,111.449997
54,111.849998
55,112.25
56,112.540001
57,113.050003
58,113.690002
59,116.139999
60,114.699997
61,114.099998
62,116.059998
63,112.550003
64,112.220001
65,113.709999
66,113.639999
67,110.629997
68,108.989998
69,110.610001
70,110.510002
71,110.839996
72,109.639999
73,110.449997
74,112.290001
75,112.419998
76,113.440002
77,110.559998
78,110.099998
79,108.760002
80,108.889999
81,116.730003
82,117.580002
83,118.57
84,117.43
85,118.059998
86,117.809998
87,119.489998
88,119.239998
89,120.5
90,119.519997
91,120.279999
92,119.809998
93,118.669998
94,117.349998
95,117.650002
96,116.809998
97,117.349998
98,115.970001
99,117.699997
100,117.889999
101,119.470001
102,119.379997
103,118.809998
104,118.779999
105,118.93
106,118.470001
107,118.790001
108,117.760002
109,118.389999
110,118.559998
111,116.620003
112,113.949997
113,114.940002
114,114.599998
115,114.389999
116,113.019997
117,113.370003
118,114.379997
119,113.910004
120,115.080002
121,112.080002
122,108.970001
123,112.699997
124,114.160004
125,114.279999
126,114.190002
127,114.199997
128,116.699997
129,115.849998
130,117.239998
131,117.870003
132,117.93
133,116.779999
134,117.290001
135,116.860001
136,119.370003
137,120.610001
138,121.919998
139,120.610001
140,121
141,121.629997
142,121.220001
143,123.339996
144,125
145,123.940002
146,124.309998
147,123.089996
148,122.510002
149,124.360001
150,125.150002
151,125.260002
152,125.059998
153,124.879997
154,124.900002
155,124.879997
156,123.900002
157,123.300003
158,124.370003
159,123.910004
160,123.559998
161,124.150002
162,124.370003
163,123.480003
164,123.889999
165,124.959999
166,126.540001
167,125.839996
168,126.120003
169,126.169998
170,126.510002
171,129.729996
172,131.050003
173,130.270004
174,127.099998
175,128.690002
176,127.209999
177,127.769997
178,128.350006
179,129.070007
180,128.649994
181,128.639999
182,129.940002
183,130.080002
184,127.959999
185,127.309998
186,128.690002
187,129.229996
188,128.089996
189,128.270004
190,128.770004
191,128.190002
192,128.470001
193,128.740005
194,128.990005
195,130.240005
196,128.880005
197,129.050003
198,127.82
199,127.879997
200,127.540001
201,128.570007
202,130.110001
203,130
204,132.070007
205,133.279999
206,132.289993
207,131.039993
208,129.690002
209,131.289993
210,130.990005
211,129.5
212,127.169998
213,120
214,120.75
215,122.150002
216,124.220001
217,123.18
218,120.800003
219,119.019997
220,115.080002
221,117.199997
222,116.339996
223,117.790001
224,117.019997
225,121.769997
226,121.470001
227,120.839996
228,120.379997
229,120.410004
230,120.870003
231,118.419998
232,115.099998
233,115.400002
234,117.43
235,117.309998
236,117.949997
237,118.910004
238,119.68
239,117.769997
240,120.309998
241,120.209999
242,120.57
243,119.870003
244,119.239998
245,119.089996
246,119.040001
247,117.400002
248,117.269997
249,118.010002
250,116.919998
251,116.349998
252,115.050003
